Titulo,Autor,Edad,Link,Fecha,Respuestas,Imagen,JuegosRecientes
What is your favorite skin in Fortnite?,ChocoLata,2,https://gamehag.com/forum/t/295056-what-is-your-favorite-skin-in-fortnite,2 years ago,4,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictNaruto OnlineCrossoutLords MobileLineage 2 Classic|
Salty is overrated omg ,Zaiross,2,https://gamehag.com/forum/t/294819-salty-is-overrated-omg-,2 years ago,2,https://gamehag.com/img/rank/3.png,War ThunderElvenarCrossoutStar Trek OnlineRise of KingdomsRise of Kingdoms: Lost Crusade|
What is your best mode,Progamer33,61,https://gamehag.com/forum/t/294710-what-is-your-best-mode,2 years ago,1,https://gamehag.com/img/rank/1.png,Rail NationEra of Legends Dragon Discord|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
Fortnite For Kids,Kipe,35,https://gamehag.com/forum/t/294243-fortnite-for-kids1,2 years ago,6,https://gamehag.com/img/rank/2.png,Dragon KnightLeague of Angels IICrossout|
this game is hot,rackdiepirate,2,https://gamehag.com/forum/t/292585-this-game-is-hot,2 years ago,5,https://gamehag.com/img/rank/4.png,SAO's LegendWarTuneWorld of Warships - Free Premium Bonus!|
Which shotgun?,bricktimes,16,https://gamehag.com/forum/t/294290-which-shotgun,2 years ago,1,https://gamehag.com/img/rank/2.png,|
How much HP does midas have?,bricktimes,16,https://gamehag.com/forum/t/294279-how-much-hp-does-midas-have,2 years ago,1,https://gamehag.com/img/rank/2.png,|
Fairtnite us trash,McPenguin37,34,https://gamehag.com/forum/t/293230-fairtnite-us-trash,2 years ago,2,https://gamehag.com/img/rank/2.png,Forge of EmpiresWar ThunderStar ConflictWorld of WarshipsRobloxF: Battle Royale|
I actually thought that there were no way to get fortnite skins but here i am...,kwooder,23,https://gamehag.com/forum/t/293535-i-actually-thought-that-there-were-no-way-to-get-fortnite-skins-but-here-i-am,2 years ago,2,https://gamehag.com/img/rank/2.png,|
This Game Is Dying Change my mind,mihai116,16,https://gamehag.com/forum/t/292787-this-game-is-dying-change-my-mind,2 years ago,4,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictCrossout|
What is your favorite costume?,Needcash,2,https://gamehag.com/forum/t/292924-what-is-your-favorite-costume1,2 years ago,4,https://gamehag.com/img/rank/2.png,One Piece H5Magic NationsDarkmoon RealmWorld of Warships - Free Premium Bonus!|
Is free vbucks real?,Mrpronoob,30,https://gamehag.com/forum/t/292071-is-free-vbucks-real,2 years ago,3,https://gamehag.com/img/rank/1.png,PokeWarsCrossoutPlayerunknown's BattlegroundsGame of Thrones Winter is ComingOne Piece H5|
top 10 bruh moments,Mrpronoob,30,https://gamehag.com/forum/t/292443-top-10-bruh-moments,2 years ago,6,https://gamehag.com/img/rank/1.png,PokeWarsCrossoutPlayerunknown's BattlegroundsGame of Thrones Winter is ComingOne Piece H5|
super god game ,Noaha,23,https://gamehag.com/forum/t/292639-super-god--game-,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderRise of Kingdoms|
Screnshot help,eitank,20,https://gamehag.com/forum/t/272043-screnshot-help,2 years ago,5,https://gamehag.com/img/rank/2.png,War ThunderVikings: War of ClansNeverwinterNaruto OnlineRobloxElvenar||
FORTNİTE vs MİNECRAFT ?,Booca_,72,https://gamehag.com/forum/t/291101-fortnte-vs-mnecraft-,2 years ago,5,https://gamehag.com/img/rank/2.png,Star ConflictCrossoutStar Trek OnlineOne Piece H5World of Warships - Free Premium Bonus!|
FOR THIS GAME LOL,jkomglol124,26,https://gamehag.com/forum/t/291483-for-this-game-lol36,2 years ago,5,https://gamehag.com/img/rank/2.png,|
shadow vs Ghost,JefiedegamerNL,22,https://gamehag.com/forum/t/287775-shadow-vs-ghost,2 years ago,6,https://gamehag.com/img/rank/2.png,World of WarshipsAdventure with MistyRaid: Shadow Legends|
Thank you very much,TheLuCiF3r,24,https://gamehag.com/forum/t/290676-thank-you-very-much,2 years ago,3,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictFIFA 18World of Warships - Free Premium Bonus!|
Fortnite [launched by epic games],21vk,22,https://gamehag.com/forum/t/290307-fortnite-launched-by-epic-games,2 years ago,3,https://gamehag.com/img/rank/2.png,War Thunder|
is fortnite good?,Musauysal31,17,https://gamehag.com/forum/t/288096-is-fortnite-good7,2 years ago,6,https://gamehag.com/img/rank/1.png,War ThunderRail NationOpera GX|
Fortnite battle royale,round123arda123,2,https://gamehag.com/forum/t/37343-fortnite-battle-royale8,2 years ago,7,https://gamehag.com/img/rank/1.png,|
Fortnite is an alive game? Answer is....,kinda9king,20,https://gamehag.com/forum/t/288391-fortnite-is-an-alive-game-answer-is,2 years ago,4,https://gamehag.com/img/rank/1.png,CrossoutOne Piece H5World of Warships - Free Premium Bonus!|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
fortnite free cod pve 5PR! NG-G! FT-GA20,MrTofu,"",https://gamehag.com/forum/t/288414-fortnite-free-cod-pve-5pr-ng-g-ft-ga20,2 years ago,3,https://gamehag.com/img/rank/1.png,|
Useless items,MrTofu,"",https://gamehag.com/forum/t/287880-useless-items,2 years ago,3,https://gamehag.com/img/rank/1.png,|
I need a Fortnite Community Manager!,Bubbles6236,18,https://gamehag.com/forum/t/288978-i-need-a-fortnite-community-manager,2 years ago,2,https://gamehag.com/img/rank/1.png,|
Zubser fortnite,SavageThe,15,https://gamehag.com/forum/t/288301-zubser-fortnite,2 years ago,3,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictWorld of WarshipsNaruto OnlineRobloxCrossout|
Can u beat Ninja or Tiffu 1 out 10,monster9269,2,https://gamehag.com/forum/t/287980-can-u-beat-ninja-or-tiffu-1-out-10,2 years ago,1,https://gamehag.com/img/rank/3.png,NeverwinterRobloxStar Trek OnlineSword Art OnlineWorld of Warships - Free Premium Bonus!|
fortnite live event marsmelov vs travis scoot,penny_packer,2,https://gamehag.com/forum/t/287647-fortnite-live-event-marsmelov-vs-travis-scoot,2 years ago,2,https://gamehag.com/img/rank/2.png,Roblox|
pump shotgun vs tactical shotgun,penny_packer,2,https://gamehag.com/forum/t/287666-pump-shotgun-vs-tactical-shotgun,2 years ago,5,https://gamehag.com/img/rank/2.png,Roblox|
tactical shotgun is bad???,vikiking005,22,https://gamehag.com/forum/t/272598-tactical-shotgun-is-bad,2 years ago,5,https://gamehag.com/img/rank/1.png,War ThunderStar ConflictCrossoutWorld of Warships - Free Premium Bonus!|
Have you been to Travis Scott's concerts?,toshiro_0,22,https://gamehag.com/forum/t/287489-have-you-been-to-travis-scotts-concerts,2 years ago,1,https://gamehag.com/img/rank/3.png,SAO's LegendCrossoutAdventure with MistySword Art OnlineWorld of Warships - Free Premium Bonus!|
Fortnite is the best,greatmaCter,2,https://gamehag.com/forum/t/284911-fortnite-is-the-best9,2 years ago,6,https://gamehag.com/img/rank/5.png,World of TanksWar ThunderStar ConflictCounter-Strike: Global OffensiveCrossoutGame of Thrones Winter is Coming|
İs Fortnite ded,Nightmare342,2,https://gamehag.com/forum/t/287420-s-fortnite-ded,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderBleach OnlineF: Battle RoyaleRaid: Shadow LegendsOpera GX|
why do ppl go crazy over this games,D0geg0d,25,https://gamehag.com/forum/t/286886-why-do-ppl-go-crazy-over-this-games,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderNaruto OnlineRaid: Shadow Legends|
heyhgxduhj,mendrit_cunaj,22,https://gamehag.com/forum/t/286746-heyhgxduhj,2 years ago,1,https://gamehag.com/img/rank/1.png,|
The Best Gun,KYAKU_SHIKI,2,https://gamehag.com/forum/t/286391-the-best-gun2,2 years ago,3,https://gamehag.com/img/rank/1.png,War ThunderWarTuneRobloxOne Piece H5|
Fortnite or pubg?,hellcasecom_suna,16,https://gamehag.com/forum/t/285869-fortnite-or-pubg52,2 years ago,3,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictWorld of WarshipsCrossoutF: Battle RoyaleRise of Kingdoms|
Fortnite best,icob_black,"",https://gamehag.com/forum/t/286208-fortnite-best6,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderDarkmoon Realm|
GTA V or FORTNİTE and why ?,Omer345,42,https://gamehag.com/forum/t/285849-gta-v-or-fortnte-and-why-,2 years ago,1,https://gamehag.com/img/rank/2.png,|
fortnite in 2k20 is trash,andrew_baliw,18,https://gamehag.com/forum/t/284676-fortnite-in-2k20-is-trash,2 years ago,4,https://gamehag.com/img/rank/1.png,NeverwinterWorld of Warships - Free Premium Bonus!|
THIs Game IS KINDA COOL,EnDragonKing,22,https://gamehag.com/forum/t/285393-this-game-is-kinda-cool,2 years ago,1,https://gamehag.com/img/rank/3.png,War ThunderStar ConflictWarTuneNaruto OnlineCrossoutSoul Calibur|
alan walker fans good ,Kc_Player121,26,https://gamehag.com/forum/t/284685-alan-walker-fans-good-2,2 years ago,2,https://gamehag.com/img/rank/2.png,War ThunderRobloxStar Trek OnlinePlayerunknown's BattlegroundsWorld of Warships - Free Premium Bonus!League of Angels: Heaven's Fury|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
Fortnite favorite item,DENO97,27,https://gamehag.com/forum/t/283783-fortnite-favorite-item,2 years ago,1,https://gamehag.com/img/rank/3.png,War ThunderStar ConflictCrossoutSword Art Online|
FORTNITE E UN GIOCO BRUTTO E D,PLAYER78877,21,https://gamehag.com/forum/t/283613-fortnite-e-un-gioco-brutto-e-d,2 years ago,1,https://gamehag.com/img/rank/3.png,Forge of EmpiresWar ThunderBleach OnlineStar ConflictWorld of WarshipsWarTune|
Free v papel,Keskinveiii,20,https://gamehag.com/forum/t/283382-free-v-papel,2 years ago,1,https://gamehag.com/img/rank/2.png,|
Fortnite Battle Royale Season 2 ,Mete34,"",https://gamehag.com/forum/t/275240-fortnite-battle-royale-season-2-,2 years ago,5,https://gamehag.com/img/rank/2.png,World of TanksWar ThunderStronghold KingdomsWorld of WarshipsNeverwinterMusic Wars|
can i do this?,originofheir,27,https://gamehag.com/forum/t/282207-can-i-do-this,2 years ago,3,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictWorld of WarshipsNeverwinterPointBlankMusic Wars|
What are ur TOP 3 fav skins,McPenguin37,34,https://gamehag.com/forum/t/280197-what-are-ur-top-3-fav-skins,2 years ago,2,https://gamehag.com/img/rank/2.png,Forge of EmpiresWar ThunderStar ConflictWorld of WarshipsRobloxF: Battle Royale|
favorite emote,McPenguin37,34,https://gamehag.com/forum/t/280814-favorite-emote1,2 years ago,5,https://gamehag.com/img/rank/2.png,Forge of EmpiresWar ThunderStar ConflictWorld of WarshipsRobloxF: Battle Royale|
favorite battle pass,McPenguin37,34,https://gamehag.com/forum/t/280816-favorite-battle-pass,2 years ago,3,https://gamehag.com/img/rank/2.png,Forge of EmpiresWar ThunderStar ConflictWorld of WarshipsRobloxF: Battle Royale|
Guys WHo can give me Fortnite Codes ?,Fearless0716,24,https://gamehag.com/forum/t/282360-guys-who-can-give-me-fortnite--codes-,2 years ago,7,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictRobloxCrossout|
Fortnite the best game!,abedharb,2,https://gamehag.com/forum/t/282342-fortnite-the-best-game2,2 years ago,2,https://gamehag.com/img/rank/4.png,War ThunderDarkmoon RealmWorld of Warships - Free Premium Bonus!|
favorite gun,FrancisOMG,18,https://gamehag.com/forum/t/280811-favorite-gun9,2 years ago,9,https://gamehag.com/img/rank/1.png,|
Fortnite is the best online game,hazza3101,2,https://gamehag.com/forum/t/281399-fortnite-is-the-best-online-game,2 years ago,2,https://gamehag.com/img/rank/2.png,War ThunderRail NationNeverwinterNaruto OnlineCrossoutDragon Awaken|
Chapter 2 season 2 fortnite Battle royale,zakery_mckinney,15,https://gamehag.com/forum/t/282241-chapter-2-season-2-fortnite-battle-royale,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderElvenarLords MobileNumberzillaMagic Jigsaw Puzzles|
Rate Fortnite,BusterKeaton15,23,https://gamehag.com/forum/t/271330-rate-fortnite,2 years ago,45,https://gamehag.com/img/rank/2.png,War ThunderNeverwinterStar Trek OnlineDragon AwakenLords Mobile|
favorite season,LeeLego9,"",https://gamehag.com/forum/t/280818-favorite-season1,2 years ago,5,https://gamehag.com/img/rank/1.png,|
Awesome Fortnite Highlights,TheDanglelyGang,"",https://gamehag.com/forum/t/281248-awesome-fortnite-highlights,2 years ago,1,https://gamehag.com/img/rank/1.png,|
Favorite Ltm,receb_hasan,46,https://gamehag.com/forum/t/280810-favorite-ltm,2 years ago,2,https://gamehag.com/img/rank/1.png,War ThunderWorld of WarshipsRobloxCrossoutWorld of Warships - Free Premium Bonus!|
What is your favourite skin?,K1BA4,22,https://gamehag.com/forum/t/280116-what-is-your-favourite-skin1,2 years ago,3,https://gamehag.com/img/rank/2.png,War ThunderWorld of Warships - Free Premium Bonus!|
What is ur favourite season,Stonks666,"",https://gamehag.com/forum/t/280195-what-is-ur-favourite-season,2 years ago,1,https://gamehag.com/img/rank/1.png,|
FORTNITE E LEZZO,PLAYER78877,21,https://gamehag.com/forum/t/280155-fortnite-e-lezzo,2 years ago,2,https://gamehag.com/img/rank/3.png,Forge of EmpiresWar ThunderBleach OnlineStar ConflictWorld of WarshipsWarTune|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
Travis scott event in Fortnite,Stonks666,"",https://gamehag.com/forum/t/280143-travis-scott-event-in-fortnite,2 years ago,2,https://gamehag.com/img/rank/1.png,|
fortnite is dying?,upsmyheart,21,https://gamehag.com/forum/t/278336-fortnite-is-dying6,2 years ago,4,https://gamehag.com/img/rank/2.png,War Thunder|
Fortnite Rating,HagenHansen,22,https://gamehag.com/forum/t/279423-fortnite-rating,2 years ago,2,https://gamehag.com/img/rank/1.png,War ThunderF: Battle Royale|
epic games yapmış yapacağını,Ahmettunay,17,https://gamehag.com/forum/t/278772-epic-games-yapm-yapacan,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderCrossoutOpera GX|
Who misses og map ,fbizse,25,https://gamehag.com/forum/t/277787-who-misses-og-map-,2 years ago,5,https://gamehag.com/img/rank/1.png,Star ConflictCrossoutPirates of the Caribbean: ToW|
What would you do with a million v bucks,IKONIKNINJA1238,"",https://gamehag.com/forum/t/277797-what-would-you-do-with-a-million-v-bucks,2 years ago,1,https://gamehag.com/img/rank/1.png,|
What do you think of the concert event?,botos_levente,"",https://gamehag.com/forum/t/277540-what-do-you-think-of-the-concert-event,2 years ago,2,https://gamehag.com/img/rank/1.png,ElvenarAdventure with MistyRaid: Shadow Legends|
How to be better at bulding?,RandomStuffMaker,22,https://gamehag.com/forum/t/277485-how-to-be-better-at-bulding,2 years ago,1,https://gamehag.com/img/rank/2.png,Bleach OnlineGame of Thrones Winter is ComingWorld of Warships - Free Premium Bonus!|
Who thinks that this game is still cool ?,GTixGirl,22,https://gamehag.com/forum/t/272760-who-thinks-that-this-game-is-still-cool-,2 years ago,16,https://gamehag.com/img/rank/2.png,AionStar ConflictCrossoutLords MobileAdventure with MistySoul Calibur|
Fortinte for kids CSGO for Legends,monark1,17,https://gamehag.com/forum/t/277160-fortinte-for-kids-csgo-for-legends,2 years ago,2,https://gamehag.com/img/rank/2.png,World of TanksBleach OnlineStar Trek OnlinePlayerunknown's BattlegroundsWorld of Warships - Free Premium Bonus!|
TopixOfFOrtnite,Vizi10cz,"",https://gamehag.com/forum/t/276631-topixoffortnite,2 years ago,1,https://gamehag.com/img/rank/2.png,|
Why do you play Fortnite?,noobington123,"",https://gamehag.com/forum/t/276351-why-do-you-play-fortnite2,2 years ago,2,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictNeverwinterBlade & SoulRobloxCrossout|
why the fortnite fandom is so cringe ,Shirowx,23,https://gamehag.com/forum/t/275571-why-the-fortnite-fandom-is-so-cringe-,2 years ago,6,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictNeverwinterStar Trek OnlineLords MobileGuild Wars 2|
Fan Fortnite,Kralcho,23,https://gamehag.com/forum/t/275391-fan-fortnite,2 years ago,2,https://gamehag.com/img/rank/1.png,War ThunderWorld of Warships|
this game is fun?,PrestigeGot,16,https://gamehag.com/forum/t/271609-this-game-is-fun6,2 years ago,10,https://gamehag.com/img/rank/2.png,Rail NationNaruto OnlineRobloxPopTropica|
Ps4/Switch/Xbox error in Skye's room?,JefiedegamerNL,22,https://gamehag.com/forum/t/272122-ps4switchxbox-error-in-skyes-room,2 years ago,3,https://gamehag.com/img/rank/2.png,World of WarshipsAdventure with MistyRaid: Shadow Legends|
What's your favourite og place in the map?,JefiedegamerNL,22,https://gamehag.com/forum/t/272568-whats-your-favourite-og-place-in-the-map,2 years ago,5,https://gamehag.com/img/rank/2.png,World of WarshipsAdventure with MistyRaid: Shadow Legends|
free robux kids,bricktimes,16,https://gamehag.com/forum/t/272884-free-robux-kids,2 years ago,4,https://gamehag.com/img/rank/2.png,|
Is Fortnite fun?,bricktimes,16,https://gamehag.com/forum/t/273854-is-fortnite-fun1,2 years ago,6,https://gamehag.com/img/rank/2.png,|
Fortnie - Opinions on Updates,DENO97,27,https://gamehag.com/forum/t/273661-fortnie---opinions-on-updates,2 years ago,1,https://gamehag.com/img/rank/3.png,War ThunderStar ConflictCrossoutSword Art Online|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
What u get on Llama drop? :D,SuzmeKasar,18,https://gamehag.com/forum/t/273338-what-u-get-on-llama-drop-d,2 years ago,1,https://gamehag.com/img/rank/1.png,|
favorite Dance And Skins,animalbffchoco,"",https://gamehag.com/forum/t/272533-favorite-dance-and-skins,2 years ago,4,https://gamehag.com/img/rank/2.png,War ThunderNaruto OnlineStar Trek OnlineWorld of Warships - Free Premium Bonus!|
season 11 is a so good,ekbator2,15,https://gamehag.com/forum/t/272596-season-11-is-a-so-good,2 years ago,1,https://gamehag.com/img/rank/2.png,One Piece H5|
